,embed_dim,num_heads,ff_dim,num_layers,batch_size,num_iterations,test_partition
33,16.0,1.0,16.0,2.0,32.0,1.0,3.0
34,16.0,1.0,16.0,2.0,32.0,1.0,4.0
35,16.0,1.0,16.0,2.0,32.0,5.0,0.0
36,16.0,1.0,16.0,2.0,32.0,5.0,1.0
37,16.0,1.0,16.0,2.0,32.0,5.0,2.0
38,16.0,1.0,16.0,2.0,32.0,5.0,3.0
39,16.0,1.0,16.0,2.0,32.0,5.0,4.0
40,16.0,1.0,16.0,2.0,32.0,10.0,0.0
41,16.0,1.0,16.0,2.0,32.0,10.0,1.0
42,16.0,1.0,16.0,2.0,32.0,10.0,2.0
43,16.0,1.0,16.0,2.0,32.0,10.0,3.0
44,16.0,1.0,16.0,2.0,32.0,10.0,4.0
45,16.0,1.0,16.0,2.0,64.0,1.0,0.0
46,16.0,1.0,16.0,2.0,64.0,1.0,1.0
47,16.0,1.0,16.0,2.0,64.0,1.0,2.0
48,16.0,1.0,16.0,2.0,64.0,1.0,3.0
49,16.0,1.0,16.0,2.0,64.0,1.0,4.0
50,16.0,1.0,16.0,2.0,64.0,5.0,0.0
51,16.0,1.0,16.0,2.0,64.0,5.0,1.0
52,16.0,1.0,16.0,2.0,64.0,5.0,2.0
53,16.0,1.0,16.0,2.0,64.0,5.0,3.0
54,16.0,1.0,16.0,2.0,64.0,5.0,4.0
55,16.0,1.0,16.0,2.0,64.0,10.0,0.0
56,16.0,1.0,16.0,2.0,64.0,10.0,1.0
57,16.0,1.0,16.0,2.0,64.0,10.0,2.0
58,16.0,1.0,16.0,2.0,64.0,10.0,3.0
59,16.0,1.0,16.0,2.0,64.0,10.0,4.0
60,16.0,1.0,16.0,4.0,32.0,1.0,0.0
61,16.0,1.0,16.0,4.0,32.0,1.0,1.0
62,16.0,1.0,16.0,4.0,32.0,1.0,2.0
63,16.0,1.0,16.0,4.0,32.0,1.0,3.0
64,16.0,1.0,16.0,4.0,32.0,1.0,4.0
65,16.0,1.0,16.0,4.0,32.0,5.0,0.0
66,16.0,1.0,16.0,4.0,32.0,5.0,1.0
67,16.0,1.0,16.0,4.0,32.0,5.0,2.0
68,16.0,1.0,16.0,4.0,32.0,5.0,3.0
69,16.0,1.0,16.0,4.0,32.0,5.0,4.0
70,16.0,1.0,16.0,4.0,32.0,10.0,0.0
71,16.0,1.0,16.0,4.0,32.0,10.0,1.0
72,16.0,1.0,16.0,4.0,32.0,10.0,2.0
73,16.0,1.0,16.0,4.0,32.0,10.0,3.0
74,16.0,1.0,16.0,4.0,32.0,10.0,4.0
75,16.0,1.0,16.0,4.0,64.0,1.0,0.0
76,16.0,1.0,16.0,4.0,64.0,1.0,1.0
77,16.0,1.0,16.0,4.0,64.0,1.0,2.0
78,16.0,1.0,16.0,4.0,64.0,1.0,3.0
79,16.0,1.0,16.0,4.0,64.0,1.0,4.0
80,16.0,1.0,16.0,4.0,64.0,5.0,0.0
81,16.0,1.0,16.0,4.0,64.0,5.0,1.0
82,16.0,1.0,16.0,4.0,64.0,5.0,2.0
83,16.0,1.0,16.0,4.0,64.0,5.0,3.0
84,16.0,1.0,16.0,4.0,64.0,5.0,4.0
85,16.0,1.0,16.0,4.0,64.0,10.0,0.0
86,16.0,1.0,16.0,4.0,64.0,10.0,1.0
87,16.0,1.0,16.0,4.0,64.0,10.0,2.0
88,16.0,1.0,16.0,4.0,64.0,10.0,3.0
89,16.0,1.0,16.0,4.0,64.0,10.0,4.0
90,16.0,1.0,32.0,1.0,32.0,1.0,0.0
91,16.0,1.0,32.0,1.0,32.0,1.0,1.0
92,16.0,1.0,32.0,1.0,32.0,1.0,2.0
93,16.0,1.0,32.0,1.0,32.0,1.0,3.0
94,16.0,1.0,32.0,1.0,32.0,1.0,4.0
95,16.0,1.0,32.0,1.0,32.0,5.0,0.0
96,16.0,1.0,32.0,1.0,32.0,5.0,1.0
97,16.0,1.0,32.0,1.0,32.0,5.0,2.0
98,16.0,1.0,32.0,1.0,32.0,5.0,3.0
99,16.0,1.0,32.0,1.0,32.0,5.0,4.0
100,16.0,1.0,32.0,1.0,32.0,10.0,0.0
101,16.0,1.0,32.0,1.0,32.0,10.0,1.0
102,16.0,1.0,32.0,1.0,32.0,10.0,2.0
103,16.0,1.0,32.0,1.0,32.0,10.0,3.0
104,16.0,1.0,32.0,1.0,32.0,10.0,4.0
105,16.0,1.0,32.0,1.0,64.0,1.0,0.0
106,16.0,1.0,32.0,1.0,64.0,1.0,1.0
107,16.0,1.0,32.0,1.0,64.0,1.0,2.0
108,16.0,1.0,32.0,1.0,64.0,1.0,3.0
109,16.0,1.0,32.0,1.0,64.0,1.0,4.0
110,16.0,1.0,32.0,1.0,64.0,5.0,0.0
111,16.0,1.0,32.0,1.0,64.0,5.0,1.0
112,16.0,1.0,32.0,1.0,64.0,5.0,2.0
113,16.0,1.0,32.0,1.0,64.0,5.0,3.0
114,16.0,1.0,32.0,1.0,64.0,5.0,4.0
115,16.0,1.0,32.0,1.0,64.0,10.0,0.0
116,16.0,1.0,32.0,1.0,64.0,10.0,1.0
117,16.0,1.0,32.0,1.0,64.0,10.0,2.0
118,16.0,1.0,32.0,1.0,64.0,10.0,3.0
119,16.0,1.0,32.0,1.0,64.0,10.0,4.0
120,16.0,1.0,32.0,2.0,32.0,1.0,0.0
121,16.0,1.0,32.0,2.0,32.0,1.0,1.0
122,16.0,1.0,32.0,2.0,32.0,1.0,2.0
123,16.0,1.0,32.0,2.0,32.0,1.0,3.0
124,16.0,1.0,32.0,2.0,32.0,1.0,4.0
125,16.0,1.0,32.0,2.0,32.0,5.0,0.0
126,16.0,1.0,32.0,2.0,32.0,5.0,1.0
127,16.0,1.0,32.0,2.0,32.0,5.0,2.0
128,16.0,1.0,32.0,2.0,32.0,5.0,3.0
129,16.0,1.0,32.0,2.0,32.0,5.0,4.0
130,16.0,1.0,32.0,2.0,32.0,10.0,0.0
131,16.0,1.0,32.0,2.0,32.0,10.0,1.0
132,16.0,1.0,32.0,2.0,32.0,10.0,2.0
133,16.0,1.0,32.0,2.0,32.0,10.0,3.0
134,16.0,1.0,32.0,2.0,32.0,10.0,4.0
135,16.0,1.0,32.0,2.0,64.0,1.0,0.0
136,16.0,1.0,32.0,2.0,64.0,1.0,1.0
137,16.0,1.0,32.0,2.0,64.0,1.0,2.0
138,16.0,1.0,32.0,2.0,64.0,1.0,3.0
139,16.0,1.0,32.0,2.0,64.0,1.0,4.0
140,16.0,1.0,32.0,2.0,64.0,5.0,0.0
141,16.0,1.0,32.0,2.0,64.0,5.0,1.0
142,16.0,1.0,32.0,2.0,64.0,5.0,2.0
143,16.0,1.0,32.0,2.0,64.0,5.0,3.0
144,16.0,1.0,32.0,2.0,64.0,5.0,4.0
145,16.0,1.0,32.0,2.0,64.0,10.0,0.0
146,16.0,1.0,32.0,2.0,64.0,10.0,1.0
147,16.0,1.0,32.0,2.0,64.0,10.0,2.0
148,16.0,1.0,32.0,2.0,64.0,10.0,3.0
149,16.0,1.0,32.0,2.0,64.0,10.0,4.0
150,16.0,1.0,32.0,4.0,32.0,1.0,0.0
151,16.0,1.0,32.0,4.0,32.0,1.0,1.0
152,16.0,1.0,32.0,4.0,32.0,1.0,2.0
153,16.0,1.0,32.0,4.0,32.0,1.0,3.0
154,16.0,1.0,32.0,4.0,32.0,1.0,4.0
155,16.0,1.0,32.0,4.0,32.0,5.0,0.0
156,16.0,1.0,32.0,4.0,32.0,5.0,1.0
157,16.0,1.0,32.0,4.0,32.0,5.0,2.0
158,16.0,1.0,32.0,4.0,32.0,5.0,3.0
159,16.0,1.0,32.0,4.0,32.0,5.0,4.0
160,16.0,1.0,32.0,4.0,32.0,10.0,0.0
161,16.0,1.0,32.0,4.0,32.0,10.0,1.0
162,16.0,1.0,32.0,4.0,32.0,10.0,2.0
163,16.0,1.0,32.0,4.0,32.0,10.0,3.0
164,16.0,1.0,32.0,4.0,32.0,10.0,4.0
165,16.0,1.0,32.0,4.0,64.0,1.0,0.0
166,16.0,1.0,32.0,4.0,64.0,1.0,1.0
167,16.0,1.0,32.0,4.0,64.0,1.0,2.0
168,16.0,1.0,32.0,4.0,64.0,1.0,3.0
169,16.0,1.0,32.0,4.0,64.0,1.0,4.0
170,16.0,1.0,32.0,4.0,64.0,5.0,0.0
171,16.0,1.0,32.0,4.0,64.0,5.0,1.0
172,16.0,1.0,32.0,4.0,64.0,5.0,2.0
173,16.0,1.0,32.0,4.0,64.0,5.0,3.0
174,16.0,1.0,32.0,4.0,64.0,5.0,4.0
175,16.0,1.0,32.0,4.0,64.0,10.0,0.0
176,16.0,1.0,32.0,4.0,64.0,10.0,1.0
177,16.0,1.0,32.0,4.0,64.0,10.0,2.0
178,16.0,1.0,32.0,4.0,64.0,10.0,3.0
179,16.0,1.0,32.0,4.0,64.0,10.0,4.0
180,16.0,2.0,16.0,1.0,32.0,1.0,0.0
181,16.0,2.0,16.0,1.0,32.0,1.0,1.0
182,16.0,2.0,16.0,1.0,32.0,1.0,2.0
183,16.0,2.0,16.0,1.0,32.0,1.0,3.0
184,16.0,2.0,16.0,1.0,32.0,1.0,4.0
185,16.0,2.0,16.0,1.0,32.0,5.0,0.0
186,16.0,2.0,16.0,1.0,32.0,5.0,1.0
187,16.0,2.0,16.0,1.0,32.0,5.0,2.0
188,16.0,2.0,16.0,1.0,32.0,5.0,3.0
189,16.0,2.0,16.0,1.0,32.0,5.0,4.0
190,16.0,2.0,16.0,1.0,32.0,10.0,0.0
191,16.0,2.0,16.0,1.0,32.0,10.0,1.0
192,16.0,2.0,16.0,1.0,32.0,10.0,2.0
193,16.0,2.0,16.0,1.0,32.0,10.0,3.0
194,16.0,2.0,16.0,1.0,32.0,10.0,4.0
195,16.0,2.0,16.0,1.0,64.0,1.0,0.0
196,16.0,2.0,16.0,1.0,64.0,1.0,1.0
197,16.0,2.0,16.0,1.0,64.0,1.0,2.0
198,16.0,2.0,16.0,1.0,64.0,1.0,3.0
199,16.0,2.0,16.0,1.0,64.0,1.0,4.0
200,16.0,2.0,16.0,1.0,64.0,5.0,0.0
201,16.0,2.0,16.0,1.0,64.0,5.0,1.0
202,16.0,2.0,16.0,1.0,64.0,5.0,2.0
203,16.0,2.0,16.0,1.0,64.0,5.0,3.0
204,16.0,2.0,16.0,1.0,64.0,5.0,4.0
205,16.0,2.0,16.0,1.0,64.0,10.0,0.0
206,16.0,2.0,16.0,1.0,64.0,10.0,1.0
207,16.0,2.0,16.0,1.0,64.0,10.0,2.0
208,16.0,2.0,16.0,1.0,64.0,10.0,3.0
209,16.0,2.0,16.0,1.0,64.0,10.0,4.0
210,16.0,2.0,16.0,2.0,32.0,1.0,0.0
211,16.0,2.0,16.0,2.0,32.0,1.0,1.0
212,16.0,2.0,16.0,2.0,32.0,1.0,2.0
213,16.0,2.0,16.0,2.0,32.0,1.0,3.0
214,16.0,2.0,16.0,2.0,32.0,1.0,4.0
215,16.0,2.0,16.0,2.0,32.0,5.0,0.0
216,16.0,2.0,16.0,2.0,32.0,5.0,1.0
217,16.0,2.0,16.0,2.0,32.0,5.0,2.0
218,16.0,2.0,16.0,2.0,32.0,5.0,3.0
219,16.0,2.0,16.0,2.0,32.0,5.0,4.0
220,16.0,2.0,16.0,2.0,32.0,10.0,0.0
221,16.0,2.0,16.0,2.0,32.0,10.0,1.0
222,16.0,2.0,16.0,2.0,32.0,10.0,2.0
223,16.0,2.0,16.0,2.0,32.0,10.0,3.0
224,16.0,2.0,16.0,2.0,32.0,10.0,4.0
225,16.0,2.0,16.0,2.0,64.0,1.0,0.0
226,16.0,2.0,16.0,2.0,64.0,1.0,1.0
227,16.0,2.0,16.0,2.0,64.0,1.0,2.0
228,16.0,2.0,16.0,2.0,64.0,1.0,3.0
229,16.0,2.0,16.0,2.0,64.0,1.0,4.0
230,16.0,2.0,16.0,2.0,64.0,5.0,0.0
231,16.0,2.0,16.0,2.0,64.0,5.0,1.0
232,16.0,2.0,16.0,2.0,64.0,5.0,2.0
233,16.0,2.0,16.0,2.0,64.0,5.0,3.0
234,16.0,2.0,16.0,2.0,64.0,5.0,4.0
235,16.0,2.0,16.0,2.0,64.0,10.0,0.0
236,16.0,2.0,16.0,2.0,64.0,10.0,1.0
237,16.0,2.0,16.0,2.0,64.0,10.0,2.0
238,16.0,2.0,16.0,2.0,64.0,10.0,3.0
239,16.0,2.0,16.0,2.0,64.0,10.0,4.0
240,16.0,2.0,16.0,4.0,32.0,1.0,0.0
241,16.0,2.0,16.0,4.0,32.0,1.0,1.0
242,16.0,2.0,16.0,4.0,32.0,1.0,2.0
243,16.0,2.0,16.0,4.0,32.0,1.0,3.0
244,16.0,2.0,16.0,4.0,32.0,1.0,4.0
245,16.0,2.0,16.0,4.0,32.0,5.0,0.0
246,16.0,2.0,16.0,4.0,32.0,5.0,1.0
247,16.0,2.0,16.0,4.0,32.0,5.0,2.0
248,16.0,2.0,16.0,4.0,32.0,5.0,3.0
249,16.0,2.0,16.0,4.0,32.0,5.0,4.0
250,16.0,2.0,16.0,4.0,32.0,10.0,0.0
251,16.0,2.0,16.0,4.0,32.0,10.0,1.0
252,16.0,2.0,16.0,4.0,32.0,10.0,2.0
253,16.0,2.0,16.0,4.0,32.0,10.0,3.0
254,16.0,2.0,16.0,4.0,32.0,10.0,4.0
255,16.0,2.0,16.0,4.0,64.0,1.0,0.0
256,16.0,2.0,16.0,4.0,64.0,1.0,1.0
257,16.0,2.0,16.0,4.0,64.0,1.0,2.0
258,16.0,2.0,16.0,4.0,64.0,1.0,3.0
259,16.0,2.0,16.0,4.0,64.0,1.0,4.0
260,16.0,2.0,16.0,4.0,64.0,5.0,0.0
261,16.0,2.0,16.0,4.0,64.0,5.0,1.0
262,16.0,2.0,16.0,4.0,64.0,5.0,2.0
263,16.0,2.0,16.0,4.0,64.0,5.0,3.0
264,16.0,2.0,16.0,4.0,64.0,5.0,4.0
265,16.0,2.0,16.0,4.0,64.0,10.0,0.0
266,16.0,2.0,16.0,4.0,64.0,10.0,1.0
267,16.0,2.0,16.0,4.0,64.0,10.0,2.0
268,16.0,2.0,16.0,4.0,64.0,10.0,3.0
269,16.0,2.0,16.0,4.0,64.0,10.0,4.0
270,16.0,2.0,32.0,1.0,32.0,1.0,0.0
271,16.0,2.0,32.0,1.0,32.0,1.0,1.0
272,16.0,2.0,32.0,1.0,32.0,1.0,2.0
273,16.0,2.0,32.0,1.0,32.0,1.0,3.0
274,16.0,2.0,32.0,1.0,32.0,1.0,4.0
275,16.0,2.0,32.0,1.0,32.0,5.0,0.0
276,16.0,2.0,32.0,1.0,32.0,5.0,1.0
277,16.0,2.0,32.0,1.0,32.0,5.0,2.0
278,16.0,2.0,32.0,1.0,32.0,5.0,3.0
279,16.0,2.0,32.0,1.0,32.0,5.0,4.0
280,16.0,2.0,32.0,1.0,32.0,10.0,0.0
281,16.0,2.0,32.0,1.0,32.0,10.0,1.0
282,16.0,2.0,32.0,1.0,32.0,10.0,2.0
283,16.0,2.0,32.0,1.0,32.0,10.0,3.0
284,16.0,2.0,32.0,1.0,32.0,10.0,4.0
285,16.0,2.0,32.0,1.0,64.0,1.0,0.0
286,16.0,2.0,32.0,1.0,64.0,1.0,1.0
287,16.0,2.0,32.0,1.0,64.0,1.0,2.0
288,16.0,2.0,32.0,1.0,64.0,1.0,3.0
289,16.0,2.0,32.0,1.0,64.0,1.0,4.0
290,16.0,2.0,32.0,1.0,64.0,5.0,0.0
291,16.0,2.0,32.0,1.0,64.0,5.0,1.0
292,16.0,2.0,32.0,1.0,64.0,5.0,2.0
293,16.0,2.0,32.0,1.0,64.0,5.0,3.0
294,16.0,2.0,32.0,1.0,64.0,5.0,4.0
295,16.0,2.0,32.0,1.0,64.0,10.0,0.0
296,16.0,2.0,32.0,1.0,64.0,10.0,1.0
297,16.0,2.0,32.0,1.0,64.0,10.0,2.0
298,16.0,2.0,32.0,1.0,64.0,10.0,3.0
299,16.0,2.0,32.0,1.0,64.0,10.0,4.0
300,16.0,2.0,32.0,2.0,32.0,1.0,0.0
301,16.0,2.0,32.0,2.0,32.0,1.0,1.0
302,16.0,2.0,32.0,2.0,32.0,1.0,2.0
303,16.0,2.0,32.0,2.0,32.0,1.0,3.0
304,16.0,2.0,32.0,2.0,32.0,1.0,4.0
305,16.0,2.0,32.0,2.0,32.0,5.0,0.0
306,16.0,2.0,32.0,2.0,32.0,5.0,1.0
307,16.0,2.0,32.0,2.0,32.0,5.0,2.0
308,16.0,2.0,32.0,2.0,32.0,5.0,3.0
309,16.0,2.0,32.0,2.0,32.0,5.0,4.0
310,16.0,2.0,32.0,2.0,32.0,10.0,0.0
311,16.0,2.0,32.0,2.0,32.0,10.0,1.0
312,16.0,2.0,32.0,2.0,32.0,10.0,2.0
313,16.0,2.0,32.0,2.0,32.0,10.0,3.0
314,16.0,2.0,32.0,2.0,32.0,10.0,4.0
315,16.0,2.0,32.0,2.0,64.0,1.0,0.0
316,16.0,2.0,32.0,2.0,64.0,1.0,1.0
317,16.0,2.0,32.0,2.0,64.0,1.0,2.0
318,16.0,2.0,32.0,2.0,64.0,1.0,3.0
319,16.0,2.0,32.0,2.0,64.0,1.0,4.0
320,16.0,2.0,32.0,2.0,64.0,5.0,0.0
321,16.0,2.0,32.0,2.0,64.0,5.0,1.0
322,16.0,2.0,32.0,2.0,64.0,5.0,2.0
323,16.0,2.0,32.0,2.0,64.0,5.0,3.0
324,16.0,2.0,32.0,2.0,64.0,5.0,4.0
325,16.0,2.0,32.0,2.0,64.0,10.0,0.0
326,16.0,2.0,32.0,2.0,64.0,10.0,1.0
327,16.0,2.0,32.0,2.0,64.0,10.0,2.0
328,16.0,2.0,32.0,2.0,64.0,10.0,3.0
329,16.0,2.0,32.0,2.0,64.0,10.0,4.0
330,16.0,2.0,32.0,4.0,32.0,1.0,0.0
331,16.0,2.0,32.0,4.0,32.0,1.0,1.0
332,16.0,2.0,32.0,4.0,32.0,1.0,2.0
333,16.0,2.0,32.0,4.0,32.0,1.0,3.0
334,16.0,2.0,32.0,4.0,32.0,1.0,4.0
335,16.0,2.0,32.0,4.0,32.0,5.0,0.0
336,16.0,2.0,32.0,4.0,32.0,5.0,1.0
337,16.0,2.0,32.0,4.0,32.0,5.0,2.0
338,16.0,2.0,32.0,4.0,32.0,5.0,3.0
339,16.0,2.0,32.0,4.0,32.0,5.0,4.0
340,16.0,2.0,32.0,4.0,32.0,10.0,0.0
341,16.0,2.0,32.0,4.0,32.0,10.0,1.0
342,16.0,2.0,32.0,4.0,32.0,10.0,2.0
343,16.0,2.0,32.0,4.0,32.0,10.0,3.0
344,16.0,2.0,32.0,4.0,32.0,10.0,4.0
345,16.0,2.0,32.0,4.0,64.0,1.0,0.0
346,16.0,2.0,32.0,4.0,64.0,1.0,1.0
347,16.0,2.0,32.0,4.0,64.0,1.0,2.0
348,16.0,2.0,32.0,4.0,64.0,1.0,3.0
349,16.0,2.0,32.0,4.0,64.0,1.0,4.0
350,16.0,2.0,32.0,4.0,64.0,5.0,0.0
351,16.0,2.0,32.0,4.0,64.0,5.0,1.0
352,16.0,2.0,32.0,4.0,64.0,5.0,2.0
353,16.0,2.0,32.0,4.0,64.0,5.0,3.0
354,16.0,2.0,32.0,4.0,64.0,5.0,4.0
355,16.0,2.0,32.0,4.0,64.0,10.0,0.0
356,16.0,2.0,32.0,4.0,64.0,10.0,1.0
357,16.0,2.0,32.0,4.0,64.0,10.0,2.0
358,16.0,2.0,32.0,4.0,64.0,10.0,3.0
359,16.0,2.0,32.0,4.0,64.0,10.0,4.0
360,16.0,4.0,16.0,1.0,32.0,1.0,0.0
361,16.0,4.0,16.0,1.0,32.0,1.0,1.0
362,16.0,4.0,16.0,1.0,32.0,1.0,2.0
363,16.0,4.0,16.0,1.0,32.0,1.0,3.0
364,16.0,4.0,16.0,1.0,32.0,1.0,4.0
365,16.0,4.0,16.0,1.0,32.0,5.0,0.0
366,16.0,4.0,16.0,1.0,32.0,5.0,1.0
367,16.0,4.0,16.0,1.0,32.0,5.0,2.0
368,16.0,4.0,16.0,1.0,32.0,5.0,3.0
369,16.0,4.0,16.0,1.0,32.0,5.0,4.0
370,16.0,4.0,16.0,1.0,32.0,10.0,0.0
371,16.0,4.0,16.0,1.0,32.0,10.0,1.0
372,16.0,4.0,16.0,1.0,32.0,10.0,2.0
373,16.0,4.0,16.0,1.0,32.0,10.0,3.0
374,16.0,4.0,16.0,1.0,32.0,10.0,4.0
375,16.0,4.0,16.0,1.0,64.0,1.0,0.0
376,16.0,4.0,16.0,1.0,64.0,1.0,1.0
377,16.0,4.0,16.0,1.0,64.0,1.0,2.0
378,16.0,4.0,16.0,1.0,64.0,1.0,3.0
379,16.0,4.0,16.0,1.0,64.0,1.0,4.0
380,16.0,4.0,16.0,1.0,64.0,5.0,0.0
381,16.0,4.0,16.0,1.0,64.0,5.0,1.0
382,16.0,4.0,16.0,1.0,64.0,5.0,2.0
383,16.0,4.0,16.0,1.0,64.0,5.0,3.0
384,16.0,4.0,16.0,1.0,64.0,5.0,4.0
385,16.0,4.0,16.0,1.0,64.0,10.0,0.0
386,16.0,4.0,16.0,1.0,64.0,10.0,1.0
387,16.0,4.0,16.0,1.0,64.0,10.0,2.0
388,16.0,4.0,16.0,1.0,64.0,10.0,3.0
389,16.0,4.0,16.0,1.0,64.0,10.0,4.0
390,16.0,4.0,16.0,2.0,32.0,1.0,0.0
391,16.0,4.0,16.0,2.0,32.0,1.0,1.0
392,16.0,4.0,16.0,2.0,32.0,1.0,2.0
393,16.0,4.0,16.0,2.0,32.0,1.0,3.0
394,16.0,4.0,16.0,2.0,32.0,1.0,4.0
395,16.0,4.0,16.0,2.0,32.0,5.0,0.0
396,16.0,4.0,16.0,2.0,32.0,5.0,1.0
397,16.0,4.0,16.0,2.0,32.0,5.0,2.0
398,16.0,4.0,16.0,2.0,32.0,5.0,3.0
399,16.0,4.0,16.0,2.0,32.0,5.0,4.0
400,16.0,4.0,16.0,2.0,32.0,10.0,0.0
401,16.0,4.0,16.0,2.0,32.0,10.0,1.0
402,16.0,4.0,16.0,2.0,32.0,10.0,2.0
403,16.0,4.0,16.0,2.0,32.0,10.0,3.0
404,16.0,4.0,16.0,2.0,32.0,10.0,4.0
405,16.0,4.0,16.0,2.0,64.0,1.0,0.0
406,16.0,4.0,16.0,2.0,64.0,1.0,1.0
407,16.0,4.0,16.0,2.0,64.0,1.0,2.0
408,16.0,4.0,16.0,2.0,64.0,1.0,3.0
409,16.0,4.0,16.0,2.0,64.0,1.0,4.0
410,16.0,4.0,16.0,2.0,64.0,5.0,0.0
411,16.0,4.0,16.0,2.0,64.0,5.0,1.0
412,16.0,4.0,16.0,2.0,64.0,5.0,2.0
413,16.0,4.0,16.0,2.0,64.0,5.0,3.0
414,16.0,4.0,16.0,2.0,64.0,5.0,4.0
415,16.0,4.0,16.0,2.0,64.0,10.0,0.0
416,16.0,4.0,16.0,2.0,64.0,10.0,1.0
417,16.0,4.0,16.0,2.0,64.0,10.0,2.0
418,16.0,4.0,16.0,2.0,64.0,10.0,3.0
419,16.0,4.0,16.0,2.0,64.0,10.0,4.0
420,16.0,4.0,16.0,4.0,32.0,1.0,0.0
421,16.0,4.0,16.0,4.0,32.0,1.0,1.0
422,16.0,4.0,16.0,4.0,32.0,1.0,2.0
423,16.0,4.0,16.0,4.0,32.0,1.0,3.0
424,16.0,4.0,16.0,4.0,32.0,1.0,4.0
425,16.0,4.0,16.0,4.0,32.0,5.0,0.0
426,16.0,4.0,16.0,4.0,32.0,5.0,1.0
427,16.0,4.0,16.0,4.0,32.0,5.0,2.0
428,16.0,4.0,16.0,4.0,32.0,5.0,3.0
429,16.0,4.0,16.0,4.0,32.0,5.0,4.0
430,16.0,4.0,16.0,4.0,32.0,10.0,0.0
431,16.0,4.0,16.0,4.0,32.0,10.0,1.0
432,16.0,4.0,16.0,4.0,32.0,10.0,2.0
433,16.0,4.0,16.0,4.0,32.0,10.0,3.0
434,16.0,4.0,16.0,4.0,32.0,10.0,4.0
435,16.0,4.0,16.0,4.0,64.0,1.0,0.0
436,16.0,4.0,16.0,4.0,64.0,1.0,1.0
437,16.0,4.0,16.0,4.0,64.0,1.0,2.0
438,16.0,4.0,16.0,4.0,64.0,1.0,3.0
439,16.0,4.0,16.0,4.0,64.0,1.0,4.0
440,16.0,4.0,16.0,4.0,64.0,5.0,0.0
441,16.0,4.0,16.0,4.0,64.0,5.0,1.0
442,16.0,4.0,16.0,4.0,64.0,5.0,2.0
443,16.0,4.0,16.0,4.0,64.0,5.0,3.0
444,16.0,4.0,16.0,4.0,64.0,5.0,4.0
445,16.0,4.0,16.0,4.0,64.0,10.0,0.0
446,16.0,4.0,16.0,4.0,64.0,10.0,1.0
447,16.0,4.0,16.0,4.0,64.0,10.0,2.0
448,16.0,4.0,16.0,4.0,64.0,10.0,3.0
449,16.0,4.0,16.0,4.0,64.0,10.0,4.0
450,16.0,4.0,32.0,1.0,32.0,1.0,0.0
451,16.0,4.0,32.0,1.0,32.0,1.0,1.0
452,16.0,4.0,32.0,1.0,32.0,1.0,2.0
453,16.0,4.0,32.0,1.0,32.0,1.0,3.0
454,16.0,4.0,32.0,1.0,32.0,1.0,4.0
455,16.0,4.0,32.0,1.0,32.0,5.0,0.0
456,16.0,4.0,32.0,1.0,32.0,5.0,1.0
457,16.0,4.0,32.0,1.0,32.0,5.0,2.0
458,16.0,4.0,32.0,1.0,32.0,5.0,3.0
459,16.0,4.0,32.0,1.0,32.0,5.0,4.0
460,16.0,4.0,32.0,1.0,32.0,10.0,0.0
461,16.0,4.0,32.0,1.0,32.0,10.0,1.0
462,16.0,4.0,32.0,1.0,32.0,10.0,2.0
463,16.0,4.0,32.0,1.0,32.0,10.0,3.0
